fLength,fSize,fConc,fConc1,fAlpha,fDist,class
55.1562,3.0412,0.2592,0.1323,28.876,277.293,0
81.0863,2.9359,0.4073,0.2132,33.6786,330.053,0
23.2237,2.2706,0.6096,0.3218,42.213,174.0579,0
39.6819,2.5304,0.3853,0.1783,44.2994,150.0396,0
42.4594,2.6808,0.3191,0.1804,38.663,227.95,0
106.8495,3.2882,0.1341,0.0692,80.917,191.4655,0
21.6103,2.1446,0.7885,0.4695,75.1481,188.151,0
17.6353,2.2643,0.8113,0.4895,26.5873,208.5689,0
124.736,3.0288,0.2461,0.1268,0.618,393.55,0
35.5727,3.0443,0.2122,0.1242,22.69,197.839,0
16.6163,2.5804,0.4674,0.2241,30.4676,181.3228,0
31.2342,2.7196,0.4312,0.2428,50.9751,46.6709,0
27.7821,2.4589,0.364,0.1692,67.1879,141.5462,0
18.9805,2.4997,0.5222,0.3465,72.4482,146.774,0
31.3056,2.549,0.4463,0.2246,67.887,202.177,0
160.017,3.7434,0.1208,0.0431,86.121,329.5835,0
23.1422,2.6393,0.5256,0.2704,75.798,66.6335,0
14.0646,2.4112,0.6626,0.3363,11.3795,109.0586,0
41.8527,2.744,0.3782,0.2016,60.0972,263.6259,0
37.4998,2.5243,0.35,0.1812,56.4826,227.0072,0
67.0744,3.0844,0.4584,0.3572,12.4831,290.1345,0
24.7267,2.5046,0.4493,0.2283,45.1546,236.494,0
31.3586,2.9204,0.2691,0.1532,37.543,138.861,0
27.4623,2.6972,0.4076,0.2139,14.4566,199.615,0
104.1475,3.1396,0.1714,0.0602,86.529,122.929,0
62.207,2.6527,0.4627,0.2458,4.6144,81.7089,0
104.1515,3.9265,0.1809,0.07,88.047,355.9869,0
49.1417,2.8887,0.3178,0.1893,12.719,220.454,0
36.3453,2.721,0.4125,0.2367,58.16,234.293,0
108.5198,3.0955,0.2651,0.157,25.0553,262.2081,0
58.7459,2.8142,0.4156,0.283,36.363,204.628,0
94.2957,3.8505,0.1521,0.0811,44.223,409.048,0
121.289,3.2188,0.1474,0.0873,62.234,179.875,0
32.3397,2.5982,0.3959,0.2216,49.5985,143.0258,0
39.9581,2.7681,0.3354,0.1803,36.4819,191.5381,0
144.116,4.0889,0.0489,0.0246,14.1751,139.724,0
23.0205,2.6082,0.516,0.2876,60.0184,225.9157,0
25.5481,2.7033,0.4059,0.2228,13.798,149.038,0
54.3629,2.9901,0.3386,0.2041,82.2071,147.551,0
15.9255,2.2247,0.7242,0.4881,58.3505,200.0519,0
23.3164,2.2867,0.4393,0.2196,63.064,105.536,0
20.9074,2.1973,0.6794,0.3524,45.8552,223.063,0
19.0211,2.357,0.8615,0.6264,21.155,223.314,0
33.6123,2.3344,0.646,0.3327,55.449,238.3086,0
29.161,2.5877,0.6047,0.4561,48.485,237.486,0
25.9774,2.5993,0.415,0.2131,29.3651,158.6101,0
16.8871,2.7701,0.4286,0.2334,55.9778,234.0388,0
120.631,3.6442,0.0901,0.0478,48.8321,71.1156,0
22.4688,2.5308,0.4533,0.2163,86.2492,141.2034,0
90.696,3.3201,0.1852,0.1036,69.9,390.05,0
24.1567,2.637,0.3659,0.2211,65.6452,207.0016,0
231.9656,3.9677,0.0576,0.0334,86.7448,89.8175,0
32.0877,2.7384,0.4,0.2073,29.936,144.853,0
27.0703,2.2474,0.5721,0.3223,48.8129,108.5998,0
105.0299,3.2866,0.2641,0.1211,18.5288,363.2486,0
68.9546,3.5913,0.2203,0.11,7.918,281.8977,0
21.0502,2.5478,0.5659,0.2794,51.3267,209.2636,0
35.522,2.6464,0.5079,0.2562,74.632,262.81,0
40.5346,2.6929,0.3895,0.2467,80.686,128.1809,0
129.676,3.2893,0.1623,0.0871,47.531,187.569,0
32.5053,2.7943,0.3352,0.2444,6.4812,161.8442,0
20.663,2.57,0.7376,0.4643,42.481,160.101,0
72.8278,2.9082,0.3541,0.1934,23.3547,246.8571,0
45.1333,2.4997,0.4557,0.2611,37.171,163.455,0
60.1157,3.1841,0.2698,0.1414,78.7544,316.4672,0
32.7883,2.286,0.4268,0.2075,34.5289,223.2831,0
35.8244,2.6493,0.5045,0.2859,83.5162,220.13,0
19.7131,2.5179,0.5078,0.288,41.5306,173.5266,0
45.5997,3.2836,0.1478,0.0742,62.629,92.2033,0
310.61,3.3534,0.203,0.1256,43.9871,160.191,0
29.8636,2.67,0.3402,0.182,41.9342,154.911,0
121.6825,3.1495,0.2632,0.1427,69.5071,367.5839,0
55.838,2.8848,0.3181,0.161,76.742,257.569,0
63.8752,3.3707,0.2933,0.1863,21.7731,189.7358,0
141.093,3.3708,0.1205,0.0637,70.897,234.758,0
39.9634,2.695,0.3875,0.2351,56.4487,165.955,0
45.2264,2.7524,0.2882,0.1512,49.0018,266.532,0
12.8789,2.2452,0.6328,0.3718,78.0805,233.6816,0
16.1266,2.1016,0.7827,0.4686,34.2326,207.2686,0
13.5577,2.6327,0.7844,0.4871,86.9198,50.9843,0
19.1802,2.1816,0.4166,0.2183,48.5733,22.7596,0
39.0742,2.6976,0.3477,0.1968,76.9572,126.2277,0
42.7059,2.6898,0.4229,0.2339,32.549,158.688,0
18.2176,2.4676,0.6031,0.3458,17.709,147.552,0
38.7116,2.7364,0.3129,0.1669,30.7311,171.589,0
75.5269,2.9243,0.2172,0.1235,51.0827,142.5482,0
133.8881,3.4859,0.2422,0.17,84.8106,344.2077,0
29.502,2.7077,0.6124,0.3482,19.4137,219.9838,0
31.1538,2.5802,0.6971,0.487,8.9121,215.9572,0
35.3187,2.8672,0.4387,0.2349,67.7928,115.8281,0
66.7056,2.8349,0.209,0.138,10.1703,157.9185,0
19.2593,2.7701,0.4217,0.239,20.745,88.9016,0
58.4251,3.0024,0.2009,0.1009,85.349,29.7258,0
177.8503,3.3228,0.1573,0.0985,17.1672,306.0614,0
38.8946,2.9538,0.2614,0.1351,69.1178,98.1642,0
57.1905,2.7177,0.2337,0.1197,44.732,102.995,0
18.9618,2.2708,0.7775,0.4159,34.1441,195.4867,0
131.5243,3.3731,0.192,0.1279,40.4944,268.7494,0
96.0797,3.7519,0.082,0.0505,46.8643,188.972,0
127.314,3.7006,0.156,0.086,68.0493,397.574,0
46.2745,2.8509,0.3951,0.2213,66.6513,91.3386,0
30.2768,2.7188,0.3564,0.215,26.7655,149.998,0
152.9255,3.4814,0.1438,0.0586,67.6091,330.1976,0
65.947,3.4255,0.2263,0.158,53.1749,337.9442,0
57.957,3.0191,0.2822,0.1364,84.2708,134.1741,0
59.2028,2.8971,0.2624,0.1337,76.0345,200.04,0
126.117,3.6506,0.1778,0.0987,28.374,354.091,0
19.9302,2.422,0.6852,0.491,54.6922,168.2149,0
98.3822,3.6669,0.1266,0.0657,10.3301,140.5947,0
123.6135,3.5811,0.1502,0.0849,62.7913,257.6641,0
29.7181,2.3324,0.5721,0.3,39.849,71.8972,0
52.3017,3.1286,0.1792,0.1,25.925,150.792,0
16.0903,2.4472,0.6647,0.4495,32.6021,238.7609,0
76.1995,2.993,0.2348,0.1367,86.7687,146.687,0
38.1486,2.5774,0.4448,0.2742,42.457,233.9802,0
174.168,2.8831,0.3037,0.1603,44.7931,267.136,0
87.9401,2.499,0.3048,0.1589,50.1146,104.1828,0
4.2835,2.3478,0.8745,0.6158,21.7552,229.9191,0
39.6908,2.8757,0.3713,0.2428,0.9875,135.536,0
63.839,2.7356,0.4601,0.2898,79.4397,127.1812,0
131.039,3.8528,0.1023,0.0534,80.4261,340.23,0
88.1144,2.7126,0.3159,0.1676,41.7347,123.176,0
109.86,3.183,0.2069,0.1105,21.1975,294.343,0
128.1116,3.4305,0.1642,0.1023,2.8948,328.6118,0
14.0462,2.3604,0.832,0.4675,60.9684,122.127,0
23.7546,2.4166,0.6092,0.3046,49.59,37.9886,0
10.1215,2.1474,0.7223,0.4324,81.1249,122.0019,0
38.8551,2.9685,0.3484,0.1909,89.4763,222.781,0
23.1029,2.5359,0.6055,0.3712,73.3707,110.179,0
61.5993,3.0115,0.266,0.1467,88.0191,168.3521,0
134.3812,4.0235,0.0634,0.0382,43.8367,298.7103,0
241.744,2.9307,0.3238,0.2282,89.2007,185.161,0
19.8728,2.2577,0.6409,0.3674,72.232,230.067,0
135.001,3.1458,0.3074,0.159,5.337,383.405,0
15.8646,2.52,0.5872,0.3069,7.6553,188.0232,0
107.376,2.7645,0.4213,0.2175,83.3126,62.1312,0
58.4723,2.9547,0.2542,0.1504,42.133,256.874,0
66.1767,3.049,0.3895,0.2506,1.2688,329.605,0
54.5668,2.9201,0.3089,0.1569,53.672,133.947,0
20.419,2.4265,0.6479,0.3315,39.3763,261.466,0
32.2999,2.5769,0.4424,0.2715,83.4885,245.554,0
214.4246,2.8975,0.2188,0.1527,18.6414,110.4345,0
43.5661,2.9559,0.4273,0.2001,58.439,89.5657,0
136.1294,3.3121,0.2134,0.1053,4.2428,260.9902,0
144.486,3.0111,0.1852,0.1028,54.7402,125.997,0
172.39,3.3374,0.1771,0.0968,55.8469,186.511,0
36.644,2.6305,0.4977,0.2728,4.1453,59.6315,0
10.8682,2.3777,0.5395,0.2892,43.9752,160.7512,0
29.8806,2.7254,0.4209,0.2355,72.641,155.9726,0
19.8443,2.1351,0.7692,0.3993,70.518,189.22,0
17.3479,2.1772,0.7922,0.4828,88.8382,259.137,0
42.0674,3.0065,0.2552,0.1305,62.159,96.4143,0
26.7451,2.6726,0.5377,0.3156,75.0324,111.407,0
117.0299,3.5378,0.1207,0.0492,57.1915,228.2022,0
36.3453,2.721,0.4125,0.2367,58.16,234.293,0
49.6368,2.9453,0.3469,0.1919,2.9996,413.0706,0
21.5693,2.7255,0.6453,0.3584,14.3002,139.964,0
110.136,3.3553,0.1774,0.092,47.3655,181.199,0
24.8882,2.4232,0.6792,0.4472,38.8998,77.8319,0
17.06,2.4864,0.5742,0.354,0.843,195.902,0
83.7799,3.0495,0.2704,0.1286,30.1801,204.2784,0
51.8347,2.94,0.341,0.2336,82.3931,216.224,0
101.338,3.4092,0.1341,0.0684,71.7654,202.856,0
25.7282,2.3086,0.4717,0.2383,68.858,166.511,0
75.3101,3.118,0.2598,0.1337,57.7601,216.4132,0
152.8,3.3937,0.1434,0.0766,53.7624,254.284,0
34.9165,2.6824,0.4519,0.2328,70.5669,264.2194,0
30.7608,2.7059,0.3622,0.2037,40.4061,229.209,0
90.4367,3.189,0.3479,0.213,46.163,363.0987,0
16.6709,2.2439,0.7545,0.4751,84.4991,212.6206,0
113.821,2.8603,0.269,0.1441,60.572,141.995,0
141.71,2.7408,0.4378,0.3243,37.9397,65.5481,0
57.044,2.9689,0.332,0.1677,19.5404,54.4481,0
57.8119,2.9703,0.3769,0.204,24.4339,326.794,0
107.625,3.444,0.1953,0.1221,46.8125,304.342,0
49.2622,3.2918,0.1808,0.0922,49.193,95.8671,0
138.388,3.286,0.0949,0.0674,45.048,250.2907,0
51.3999,3.2454,0.2126,0.1077,32.3743,290.271,0
30.4077,2.3901,0.4562,0.2301,38.5799,171.75,0
33.0706,2.5218,0.5744,0.3263,33.8447,38.7364,0
30.1744,2.7511,0.547,0.2824,40.4178,122.1204,0
19.6911,2.3473,0.5438,0.2899,73.4042,158.744,0
32.3784,2.7224,0.5461,0.307,53.5794,105.5512,0
91.4673,2.8337,0.2573,0.1386,51.7579,225.1301,0
115.5226,2.9175,0.3322,0.2068,79.5439,120.3123,0
33.6341,2.7319,0.4245,0.2142,67.6115,112.4341,0
39.0077,2.6238,0.3971,0.2057,76.406,273.704,0
17.025,2.5903,0.5138,0.2705,52.042,232.3384,0
29.579,2.5806,0.5729,0.3144,62.0819,33.2864,0
28.5425,2.5647,0.4387,0.2275,36.659,132.207,0
210.64,4.4476,0.0632,0.0336,85.7625,359.263,0
104.4334,3.0727,0.2612,0.1432,23.3968,327.496,0
65.9696,3.1947,0.2433,0.123,56.9408,142.484,0
94.798,2.933,0.3116,0.1604,52.436,82.7249,0
78.1974,2.7187,0.262,0.1418,27.5832,149.7632,0
89.9106,2.8648,0.2102,0.114,39.4007,68.3801,0
33.4322,2.5844,0.4244,0.2427,18.1238,133.9836,0
20.519,2.6547,0.485,0.247,14.8313,101.864,0
35.0726,3.0963,0.3351,0.1897,2.216,263.8434,0
81.638,3.1773,0.1706,0.1282,41.1835,225.4746,0
48.3126,2.6481,0.5029,0.3158,31.7151,165.2955,0
8.601,2.4239,0.6048,0.3139,27.8311,141.2938,0
149.597,3.1188,0.2784,0.1639,58.2243,300.1,0
30.818,2.5944,0.3766,0.215,38.123,199.145,0
137.2154,2.8536,0.4993,0.3525,9.9849,398.0057,0
103.684,2.9937,0.2821,0.1476,29.0741,93.5249,0
21.9698,2.4962,0.6092,0.4226,0.727,209.816,0
24.2923,2.6219,0.5542,0.2995,37.1321,254.0909,0
19.0848,2.5849,0.6008,0.3966,5.3161,213.714,0
17.0996,2.4997,0.6266,0.3339,55.8099,35.8549,0
22.665,2.5709,0.5368,0.3155,60.5993,89.3854,0
43.5601,2.5649,0.2941,0.1795,10.6667,146.2745,0
16.6052,2.4523,0.5075,0.284,37.2097,116.5518,0
152.485,3.3425,0.16,0.087,80.8293,343.346,0
175.485,3.7786,0.1282,0.0762,79.547,347.389,0
14.0316,2.556,0.7438,0.5229,25.5951,232.1674,0
33.5974,2.6542,0.5078,0.296,48.1757,260.231,0
19.9156,2.5101,0.3943,0.2254,5.5886,189.5542,0
33.5446,2.8503,0.4131,0.2536,34.0146,132.4416,0
124.6817,2.8103,0.4746,0.3051,38.881,306.2776,0
51.5958,2.8045,0.3561,0.1922,28.08,206.792,0
41.6722,2.6311,0.4242,0.2463,75.4234,172.1233,0
215.696,3.2674,0.2102,0.1164,82.8969,279.551,0
26.5159,2.6322,0.3273,0.2312,16.9598,144.0341,0
59.572,2.9284,0.3107,0.2087,11.7626,184.2272,0
162.209,2.8045,0.4894,0.2753,46.4946,304.912,0
115.505,2.6893,0.3988,0.228,80.7349,188.788,0
69.4073,3.153,0.2014,0.1167,77.0349,153.2177,0
19.024,2.6598,0.5,0.2808,54.7202,170.0144,0
23.6627,2.534,0.4503,0.2266,30.914,182.948,0
12.0413,2.2778,0.756,0.5032,73.9574,208.9153,0
102.3913,2.75,0.3066,0.1533,29.2534,401.1182,0
36.7468,2.792,0.3233,0.1728,23.2892,195.5377,0
35.1152,2.8385,0.2667,0.1026,5.8542,238.0909,0
12.9301,2.3334,0.7425,0.4014,17.3121,46.3899,0
95.1186,3.3936,0.2321,0.1505,51.2639,338.3931,0
42.5547,2.7997,0.3775,0.245,84.6029,51.065,0
25.1115,2.7705,0.4122,0.2129,47.117,92.9631,0
44.8561,2.6234,0.374,0.2079,61.0617,252.6005,0
27.3536,2.6217,0.3226,0.1756,79.061,194.565,0
65.58,2.9939,0.4189,0.2135,16.636,433.743,0
21.1539,2.4425,0.5993,0.3484,32.373,108.978,0
53.1566,3.0273,0.1972,0.1085,52.025,91.5956,0
149.9769,3.1748,0.2211,0.0902,5.6602,147.4284,0
18.4268,2.1584,0.5625,0.309,73.198,172.494,0
239.647,3.3077,0.1728,0.0968,13.615,252.983,0
12.7785,2.3149,0.7167,0.4044,36.4138,169.59,0
12.1283,2.4729,0.579,0.3708,42.0517,230.0975,0
26.9052,2.5259,0.4869,0.2473,84.1917,199.24,0
37.8982,3.0249,0.2314,0.1176,0.6035,93.1982,0
45.3702,2.8711,0.3681,0.2374,16.8293,250.4226,0
59.835,2.8963,0.339,0.1873,47.7762,258.626,0
19.3584,2.4871,0.7655,0.4967,31.5361,206.253,0
39.4741,2.7657,0.4031,0.2461,78.4692,91.9059,0
10.8567,2.3301,0.6371,0.3562,80.3887,148.5263,0
14.7912,2.3075,0.6749,0.4557,62.25,62.5245,0
155.5731,4.55,0.0139,0.0047,38.281,224.9873,0
97.6882,3.4747,0.2779,0.1487,32.2174,349.7435,0
93.0016,3.078,0.2804,0.1333,17.0072,327.0483,0
149.8725,3.467,0.2003,0.0952,88.6655,374.1284,0
61.5977,3.0496,0.2194,0.1111,69.4382,251.783,0
14.5938,2.2576,0.4779,0.259,21.7229,147.6247,0
113.1932,3.3848,0.0959,0.0646,78.8838,122.9409,0
156.027,4.3022,0.0759,0.0393,40.085,329.317,0
31.6946,3.0101,0.3234,0.1754,23.934,131.878,0
220.9871,2.9572,0.2357,0.1471,16.1113,98.1594,0
62.9751,3.1771,0.1043,0.0759,42.6852,238.5861,0
13.4287,2.5091,0.4125,0.2284,51.2221,174.8656,0
32.4246,2.7936,0.3163,0.1754,64.1998,263.1032,0
27.7189,2.8916,0.2721,0.147,30.2217,247.4869,0
31.2103,2.5085,0.3721,0.2031,75.7077,187.14,0
77.4596,3.0615,0.283,0.1463,26.0459,186.964,0
55.745,2.9558,0.3289,0.1768,78.8667,110.9692,0
39.3282,2.3797,0.4942,0.2987,10.5731,281.2038,0
29.0376,2.7875,0.3573,0.1868,21.6128,211.936,0
56.801,2.6836,0.3004,0.1571,85.2486,215.9216,0
101.306,2.7987,0.3307,0.1852,29.119,186.274,0
27.4599,2.6069,0.4302,0.2213,68.844,221.497,0
21.929,2.1233,0.8067,0.4771,75.6658,179.8449,0
33.5606,2.6128,0.4951,0.2841,32.982,120.091,0
164.6668,2.9622,0.3701,0.2096,55.7371,307.237,0
25.8321,2.3182,0.3941,0.2325,70.5676,249.4178,0
23.251,2.6048,0.4845,0.277,25.3941,244.06,0
27.7783,2.7288,0.5453,0.3296,8.363,186.828,0
36.4863,2.67,0.366,0.1632,50.9886,1.2826,0
67.7065,2.8491,0.4572,0.2923,51.748,322.295,0
20.3846,2.4065,0.6392,0.4569,32.858,242.619,0
221.7522,3.4021,0.1322,0.035,54.683,39.9043,0
59.5231,3.3531,0.1627,0.0689,34.5736,238.7755,0
22.6859,2.6968,0.5829,0.3307,10.9199,131.041,0
21.3504,2.07,0.6979,0.3787,13.8727,132.56,0
68.0147,2.854,0.3247,0.2036,29.1731,272.514,0
32.5272,2.2244,0.5966,0.3714,19.3327,194.0103,0
46.6182,3.1365,0.265,0.1471,24.037,276.2012,0
25.7828,2.7508,0.4602,0.2261,2.0598,95.7006,0
20.3139,2.3107,0.4792,0.2469,5.39,182.387,0
76.074,2.6993,0.2601,0.1932,35.4976,238.7182,0
81.5522,2.5393,0.3776,0.1619,55.654,235.0356,0
31.0399,2.4225,0.3899,0.2706,45.758,79.4105,0
144.7233,2.8498,0.303,0.1975,22.6646,351.2214,0
52.6492,3.0052,0.2945,0.1586,67.893,108.845,0
69.2226,3.1438,0.2219,0.1253,41.279,207.923,0
101.6956,3.2164,0.357,0.2357,32.0656,331.106,0
71.1972,3.2699,0.1521,0.0894,32.7935,260.9684,0
21.1622,2.5516,0.5177,0.2206,62.3566,144.1204,0
32.3071,2.9602,0.3668,0.2008,85.5332,131.4392,0
107.4834,3.056,0.2053,0.0997,45.0546,214.5194,0
236.715,3.52,0.1015,0.0539,25.7824,71.289,0
28.0583,2.6588,0.477,0.2726,51.9988,233.2795,0
190.092,4.3095,0.0638,0.0344,59.417,304.352,0
137.79,3.5393,0.1089,0.0637,17.4671,266.17,0
22.8645,2.6623,0.5114,0.2601,75.856,107.46,0
23.0275,2.7493,0.3972,0.236,74.475,116.555,0
50.834,3.1377,0.1785,0.118,79.0988,154.9744,0
36.6668,2.6415,0.3333,0.1952,57.928,255.922,0
28.8017,2.6835,0.4352,0.2311,52.0461,216.466,0
17.3517,2.4965,0.4064,0.2277,32.4333,145.3753,0
43.2643,2.8552,0.5066,0.3552,11.33,283.098,0
102.866,3.6581,0.1734,0.0906,49.218,351.118,0
55.7126,2.9406,0.2687,0.1597,51.6743,85.4303,0
39.9861,2.8689,0.3951,0.2097,62.8224,171.0423,0
218.7697,3.7535,0.0709,0.0602,88.1886,271.977,0
31.1667,2.3646,0.5054,0.2959,66.547,242.763,0
24.0108,2.4669,0.4369,0.244,67.1405,142.836,0
131.469,3.618,0.1549,0.0859,69.087,407.302,0
13.0642,2.1658,0.7782,0.5017,19.086,91.9877,0
49.8081,2.7536,0.321,0.1737,58.2008,163.956,0
28.0638,2.704,0.3477,0.1992,45.7827,117.5508,0
18.5636,2.3435,0.6928,0.3953,48.3508,168.0281,0
17.8317,2.398,0.7668,0.4405,1.6673,235.4956,0
20.7559,2.3139,0.5825,0.3131,68.268,138.323,0
133.365,3.3975,0.1413,0.0811,72.951,290.358,0
35.0625,2.4183,0.4122,0.2271,76.765,71.6078,0
20.2693,2.4757,0.6154,0.3227,57.08,265.408,0
29.7108,2.6699,0.5359,0.2866,11.3994,153.8179,0
54.1474,2.5172,0.3404,0.1839,32.432,120.989,0
32.7685,2.5943,0.3229,0.169,13.2406,73.0136,0
27.8559,2.6813,0.4268,0.2367,24.565,74.8486,0
23.7917,2.5048,0.8336,0.4771,17.5103,142.1093,0
18.988,2.5815,0.6081,0.3709,51.167,182.199,0
21.1064,2.4313,0.4805,0.2348,67.4128,142.2807,0
94.0524,3.3024,0.101,0.0671,59.2203,130.1835,0
139.722,4.4159,0.046,0.0233,63.145,303.624,0
90.261,3.2436,0.1476,0.1019,13.7914,282.2377,0
36.1033,2.6914,0.4093,0.244,29.761,156.2303,0
35.4284,2.8058,0.3675,0.2369,43.4385,247.991,0
179.314,3.516,0.1536,0.0791,3.8061,195.287,0
12.817,2.4272,0.5615,0.2889,54.6396,94.1904,0
128.9307,3.218,0.1973,0.0983,12.6302,328.1884,0
75.1656,3.6372,0.0956,0.038,12.8791,63.5368,0
40.1255,3.0499,0.2081,0.102,9.5306,206.2758,0
32.5857,2.5667,0.6122,0.3323,77.1964,114.3193,0
11.9727,2.4257,0.7557,0.5095,72.2134,272.8939,0
22.0457,2.5514,0.3477,0.2139,22.7692,204.2845,0
27.2576,2.4314,0.6333,0.3796,37.16,182.642,0
123.472,3.3899,0.2551,0.164,10.0505,288.346,0
96.9419,3.0671,0.2802,0.1855,7.0149,302.977,0
42.5208,2.7547,0.394,0.2278,66.9928,166.825,0
58.5745,2.9375,0.2344,0.1461,3.3292,212.151,0
47.1809,3.3876,0.1752,0.0863,4.5803,246.882,0
56.5328,2.6478,0.3098,0.2191,60.5292,163.5917,0
43.1516,2.8222,0.3524,0.198,48.753,135.946,0
92.6891,3.5304,0.1359,0.057,27.0591,75.9238,0
27.2005,2.7063,0.5782,0.3412,67.0881,129.478,0
120.9462,3.2739,0.1734,0.1159,10.9991,112.6873,0
101.66,3.4017,0.3248,0.1691,6.6869,342.783,0
28.6202,2.3646,0.5011,0.2657,26.307,130.79,0
11.145,2.1558,0.7575,0.4058,51.9644,39.9839,0
55.0352,2.7374,0.3999,0.2803,80.4271,236.0146,0
94.8668,3.6827,0.0902,0.0645,1.6705,281.3076,0
134.2851,3.5196,0.147,0.1033,44.4854,371.8306,0
91.3536,3.3955,0.1491,0.0854,31.8376,242.1138,0
19.9856,2.6459,0.3979,0.2036,42.7667,227.791,0
93.7206,3.6193,0.2792,0.1253,81.6774,423.687,0
28.239,2.5539,0.4553,0.3031,71.8024,234.391,0
27.1001,2.6594,0.5016,0.2771,34.541,219.501,0
67.5712,3.5996,0.171,0.1145,59.9649,264.926,0
116.2172,3.5315,0.2652,0.1369,9.2964,373.8893,0
51.6669,2.9012,0.4005,0.2178,29.678,259.9,0
122.245,2.8,0.4216,0.2242,1.7407,248.232,0
86.0363,2.9047,0.2877,0.1476,43.822,250.653,0
30.0809,2.6964,0.3702,0.1962,27.9344,202.273,0
12.8581,2.357,0.8176,0.5868,14.56,39.9414,0
15.7142,2.5461,0.4806,0.2379,36.7418,223.052,0
191.8036,3.0006,0.2093,0.1225,44.3492,245.4199,0
134.1057,3.3042,0.1718,0.089,21.2117,346.3,0
97.2595,3.1136,0.244,0.1305,33.4491,295.94,0
47.0773,2.6023,0.3294,0.1589,26.9054,221.7892,0
40.4206,2.8162,0.3038,0.1519,82.4523,77.0405,0
24.0385,2.9082,0.3231,0.1765,85.7636,267.4286,0
38.7351,2.7018,0.3372,0.2017,46.1055,63.1639,0
20.46,2.2944,0.5579,0.3179,75.7453,148.2301,0
21.3131,2.3375,0.7632,0.4943,82.9932,130.881,0
30.3294,2.666,0.3258,0.165,73.44,130.171,0
119.1882,3.5766,0.2044,0.1519,54.2806,295.4359,0
150.376,2.6542,0.5831,0.4002,23.5935,367.831,0
31.6789,2.7094,0.4102,0.2169,2.1147,228.3011,0
220.728,3.6362,0.1003,0.0572,71.0839,24.9837,0
103.1581,3.0523,0.2853,0.1473,71.4888,283.0614,0
22.3881,2.2882,0.6418,0.3604,84.361,191.4178,0
32.5462,2.317,0.4434,0.2289,86.7709,202.796,0
99.1202,3.0869,0.1768,0.0896,88.7767,251.904,0
225.1348,4.4923,0.0499,0.0225,55.482,225.1874,0
43.7829,2.7229,0.4797,0.3119,15.0807,270.3524,0
101.63,3.6763,0.1256,0.0669,32.0807,99.863,0
212.5581,2.864,0.3028,0.1419,29.5269,216.3836,0
81.4592,3.0983,0.2943,0.2069,4.8914,278.236,0
55.8038,2.8162,0.3817,0.2008,80.3933,167.383,0
66.8887,2.9941,0.1468,0.081,16.8956,223.7931,0
22.976,2.5099,0.5873,0.3539,16.2339,211.03,0
11.6824,2.2997,0.4638,0.2175,64.6832,82.8626,0
17.5968,2.2644,0.7134,0.3971,89.8822,93.0085,0
103.947,2.7193,0.4103,0.2567,16.518,276.319,0
210.508,3.8251,0.0865,0.0488,83.4866,228.551,0
42.0898,2.836,0.4697,0.2998,26.5244,205.6,0
31.2073,2.8142,0.2868,0.1603,39.3847,162.195,0
68.8411,2.8494,0.2588,0.1322,56.877,257.925,0
19.2323,2.2642,0.8132,0.5305,15.844,196.1829,0
63.3502,3.0374,0.2404,0.1317,50.283,281.477,0
92.6571,3.2185,0.278,0.1643,8.2413,309.3671,0
45.7526,2.7519,0.2899,0.1458,1.1401,156.4013,0
177.716,3.8641,0.0723,0.0456,39.6158,196.678,0
88.4005,2.7938,0.1929,0.1037,41.124,127.661,0
60.2085,3.0844,0.2528,0.1272,40.222,148.591,0
47.8913,2.9699,0.3676,0.2213,53.102,102.927,0
19.4041,2.0986,0.7649,0.4343,55.859,95.3546,0
40.4316,2.9407,0.2951,0.1696,64.2689,235.0006,0
19.9076,2.5775,0.5873,0.3003,72.58,171.561,0
108.555,2.8564,0.2797,0.1454,19.086,134.369,0
79.1694,3.1057,0.1854,0.0997,63.8785,144.9938,0
12.8974,2.2135,0.7278,0.4373,67.4932,204.762,0
42.4352,2.7828,0.3083,0.1558,32.1443,222.614,0
61.3134,3.0019,0.2539,0.1439,89.2761,225.687,0
16.8782,2.2665,0.6139,0.3967,83.4539,147.2327,0
44.1958,2.9437,0.2743,0.169,75.451,91.435,0
66.5997,3.0894,0.2665,0.1376,10.178,133.3906,0
141.419,3.6372,0.0712,0.0368,37.356,185.476,0
131.0877,2.8841,0.2995,0.1637,60.4176,52.4163,0
37.3478,2.5718,0.575,0.3801,27.8649,160.4892,0
23.9807,2.6232,0.4738,0.2702,3.786,201.128,0
97.6544,2.2304,0.5647,0.2912,42.765,167.128,0
143.0334,3.0685,0.2681,0.2198,11.0121,202.688,0
150.773,2.6547,0.4142,0.2514,25.6371,162.925,0
92.1933,3.2119,0.3514,0.1608,1.6033,305.6577,0
105.853,2.9836,0.2326,0.1241,16.2565,281.002,0
86.7215,3.8487,0.1561,0.0804,5.338,393.465,0
92.5788,2.8258,0.3002,0.1576,3.2744,157.386,0
23.754,2.5024,0.4528,0.2594,26.9034,67.7255,0
24.7773,2.5113,0.537,0.3217,2.0901,89.9928,0
32.6642,2.7376,0.28,0.1418,62.6273,151.776,0
98.9974,3.1504,0.2313,0.1163,3.854,355.251,0
117.106,3.2183,0.1706,0.0935,24.99,68.1707,0
32.618,2.564,0.4341,0.2678,46.9598,219.2849,0
103.048,3.0962,0.2965,0.151,2.759,373.338,0
27.5146,2.6637,0.4643,0.2687,50.3004,239.8878,0
